"id","ts","dur","surface_frame_token","display_frame_token","layer_name","present_type","jank_type","on_time_finish","display_start_ns","display_duration_ns","display_end_ns","display_present_type"
60016,54825063057597,41728666,12767319,12767342,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Buffer Stuffing",1,54825108218472,14072791,54825122291263,"On-time Present"
60244,54825089092346,45434209,12767327,12767350,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Prediction Error, App Deadline Missed, Buffer Stuffing",0,54825141370638,12764583,54825154135221,"Early Present"
60469,54825105469806,34012583,12767335,12767358,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Buffer Stuffing",1,54825158369931,13938000,54825172307931,"On-time Present"
60717,54825129721681,30701375,12767343,12767366,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Buffer Stuffing",1,54825174582264,15697500,54825190279764,"On-time Present"
60970,54825146139388,31726750,12767351,12767374,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Prediction Error, Buffer Stuffing",1,54825191150721,18342125,54825209492846,"Late Present"
61194,54825170946056,25964583,12767359,12767390,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Prediction Error, Buffer Stuffing",1,54825224631764,19846833,54825244478597,"Late Present"
61397,54825180650971,37378542,12767367,12767406,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Buffer Stuffing",1,54825257727471,14146584,54825271874055,"On-time Present"
62267,54825309164638,45530625,12767429,12767465,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","Prediction Error, App Deadline Missed",0,54825357684805,17671375,54825375356180,"Late Present"
62514,54825357179013,24698167,12767450,12767480,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","App Deadline Missed, Buffer Stuffing",0,54825391223680,15220791,54825406444471,"On-time Present"
66407,54826441368097,20555792,12767958,12767973,"TX - com.whoelseisfree.app/com.whoelseisfree.app.MainActivity#3176","Late Present","App Deadline Missed",0,54826476719347,13302208,54826490021555,"On-time Present"
